GRB,transit,seed,ra_max,dec_max,max_sigma,region_size_deg,trials_factor,p_pre,p_post,sigma_post
GRB210827416,transit_1,GRB210827416_transit_1FINAL_C0_negSig,175.21534320323016,55.53867708578277,0.03092433540572052,0.3,1.0,0.4876649411773144,0.4876649411773144,0.03092433540572065
GRB210827416,transit_2,GRB210827416_transit_2FINAL_C0_negSig,175.0609756097561,55.77776022470446,-0.00844783503426323,0.3,1.0,0.5033701584872348,0.5033701584872348,-0.00844783503426332
GRB211024065,transit_1,GRB211024065_transit_1FINAL_C0_negSig,28.1689453125,-7.105568332518899,4.3226343799156416e-05,0.3,1.0,0.4999827551838367,0.4999827551838367,4.322634379914145e-05
GRB220412713,transit_1,GRB220412713_transit_1FINAL_C0_negSig,320.80078124999994,-0.11190589050941924,0.008573373003205535,0.3,1.0,0.49657976092290224,0.49657976092290224,0.008573373003205664
GRB220412713,transit_2,GRB220412713_transit_2FINAL_C0_negSig,320.93261718749994,-0.07460390065517686,-0.009188041127650695,0.3,1.0,0.5036654465069212,0.5036654465069212,-0.009188041127650657
GRB220418720,transit_1,GRB220418720_transit_1FINAL_C0_negSig,224.560546875,-17.465423903178532,0.023487060862415792,0.3,1.0,0.4906308797876182,0.4906308797876182,0.023487060862415813
GRB220418720,transit_2,GRB220418720_transit_2FINAL_C0_negSig,224.64843749999997,-17.465423903178532,-0.02850925039018702,0.3,1.0,0.5113720048576564,0.5113720048576564,-0.0285092503901872
GRB220511571,transit_1,GRB220511571_transit_1FINAL_C0_negSig,287.2705078125,17.97450376105759,0.12496913564311748,0.3,1.0,0.45027399246909006,0.45027399246909006,0.12496913564311736
GRB220511571,transit_2,GRB220511571_transit_2FINAL_C0_negSig,287.2705078125,17.582776008425398,0.006746242745071921,0.3,1.0,0.49730865894978016,0.49730865894978016,0.00674624274507198
GRB220617772,transit_1,GRB220617772_transit_1FINAL_C0_negSig,156.66503906249997,15.558919085303273,-0.6666317239231707,0.3,1.0,0.7474962999333463,0.7474962999333463,-0.6666317239231709
GRB220617772,transit_2,GRB220617772_transit_2FINAL_C0_negSig,157.14843749999997,15.365405403936165,0.0063489561532783295,0.3,1.0,0.49746714997026564,0.49746714997026564,0.006348956153278249
GRB221120895,transit_1,GRB221120895_transit_1FINAL_C0_negSig,41.472361809045225,43.257594431349865,-0.05083494436518997,0.3,1.0,0.5202714773565336,0.5202714773565336,-0.05083494436519014
GRB221120895,transit_2,GRB221120895_transit_2FINAL_C0_negSig,41.10271903323263,43.35711311753776,-0.1086306512671711,0.3,1.0,0.5432522757920532,0.5432522757920532,-0.10863065126717111
GRB230228244,transit_1,GRB230228244_transit_1FINAL_C0_negSig,18.23316062176166,44.7465164986992,-2.7778538580022603,0.3,1.0,0.997264038858292,0.997264038858292,-2.7778538580022647
GRB230228244,transit_2,GRB230228244_transit_2FINAL_C0_negSig,18.046391752577318,44.49893008209882,-0.014028403274322107,0.3,1.0,0.505596339635746,0.505596339635746,-0.014028403274322152
GRB230512269,transit_1,GRB230512269_transit_1FINAL_C0_negSig,295.2685546875,38.20591954783579,-0.01187162927230259,0.3,1.0,0.5047359836089441,0.5047359836089441,-0.01187162927230258
GRB230512269,transit_2,GRB230512269_transit_2FINAL_C0_negSig,295.2685546875,38.39604995765771,-0.02731040173073305,0.3,1.0,0.5108939197087017,0.5108939197087017,-0.027310401730732993
GRB230812790,transit_1,GRB230812790_transit_1FINAL_C0_negSig,249.2116868798236,47.60268387208023,-0.014089284980650853,0.3,1.0,0.505620625522315,0.505620625522315,-0.01408928498065065
GRB230812790,transit_2,GRB230812790_transit_2FINAL_C0_negSig,249.48675496688745,47.65168096727271,0.0018439203927053426,0.3,1.0,0.49926438261051054,0.49926438261051054,0.0018439203927052565
